Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Sonja Bergsma,4.0,"Very nice hotel. Fully equipped. However, somewhat loud music from 10:30 AM by the recreation team. 95% Russian guests. Staff very helpful. Spacious rooms, slightly dated. The bed sagged a bit, but a mattress topper was arranged immediately; slept wonderfully! 25 minutes from the airport.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are pleased to hear that you found our hotel comfortable and well-equipped, and that you appreciated the helpfulness of our team as well as the prompt solution provided for your room request. Your comments regarding the music levels and other observations have been noted and shared with the relevant departments.

We would be happy to welcome you again at Megasaray Hotels.

Warm regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xoMlEwRlJSbU5JYkhwSWREWXdiMGhVU21OdE5WRRAB
Isabel Janssen,5.0,"All the staff were so nice and helpful, they got everything I needed before even asking. The view was beautiful with a see view. It wasn’t far away from the city and with a cab it was easy to get too. The surrounding area was… okay, however the roads have holes and leaks, it isnt very clean but the hotel was so beautiful and taken care of. They had good food, and serve fries as breakfast, lunch, and dinner. So for picky eaters like me and little children thats amazing.",3 months ago,2026-05-06,,"Dear Guest,

Thank you very much for your kind feedback. We are delighted to hear that you appreciated the attentiveness of our team, the beautiful sea view, and the quality and variety of our food offerings. Your comments regarding the surrounding area have also been noted. We would be happy to welcome you again at Megasaray Hotels.

Warm regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT21aTGNscG9VMmhFYzIxcGIxTkhRVGh5VmxNMWNYYxAB
GuillaumeZahir,5.0,"An amazing experience every time I stay at Megasaray Hotel - it’s truly my go-to place whenever I’m in Antalya.

The entertainment team is absolutely incredible. They bring such great energy every day, always smiling, friendly, and genuinely caring about guests having a good time. They create a warm, fun, and welcoming atmosphere that makes the whole stay feel special and full of life.

The buffet is excellent, with a wide variety of quality food, and the fact that you can enjoy cappuccino and çay anytime is a real plus. Food and drinks are always available and well organized.

The facilities are perfect to relax - the pool, spa, and hammam offer exactly what you need to unwind and recharge in a peaceful environment.

What really stands out is the hospitality. The welcome is always pleasant, and the entire team makes you feel comfortable from the moment you arrive. The entertainment team, in particular, plays a huge role in making the stay feel friendly, enjoyable, and unforgettable.

Highly recommended if you’re looking for a place that combines relaxation, great service, and positive energy.",3 months ago,2026-05-06,4,"Dear Guest,

Thank you very much for your kind and detailed feedback. We are delighted to hear that you consistently enjoy your stays with us and appreciate our entertainment team, the variety and quality of our buffet, as well as the comfort of our facilities including the pool, spa, and hammam. It is also a pleasure to know that our team’s hospitality and welcoming atmosphere contribute to making your experience memorable. We would be happy to welcome you again at Megasaray Hotels.

Warm regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels","Local Guide · 762 reviews · 3,511 photos",Ci9DQUlRQUNvZENodHljRjlvT25sRE5XaEpUVEpUVUhVeFIwSTNWbkUyVDJwWFJIYxAB
Mohamed Bel,5.0,"The hotel service is excellent, with great attention to detail. The entertainment team is fantastic; there's never a dull moment with plenty of activities and sports. Their responsiveness and service are top-notch. I'll definitely be back.",3 months ago,2026-05-06,,"Dear Guest,

Thank you very much for your kind feedback. We are delighted to hear that you were satisfied with the attentiveness of our team and the quality of our service, as well as the variety of activities and sports offered by our animation team. We would be happy to welcome you again at Megasaray Hotels.

Warm regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",16 reviews,Ci9DQUlRQUNvZENodHljRjlvT25ORlFTMHdSbVJXZVhoS1F6UndjM1JGTTB0VmNFRRAB
Nane Sin,5.0,"We visited in mid-April for our honeymoon. There is a main buffet for breakfast, lunch, and dinner each day, and it seemed like there were about two other buffets as well, but we were so full that it was hard to eat everything! Besides the buffet, from 10 am to 5-6 pm, you can continuously eat outdoors at the BBQ corner, as well as enjoy pizza, pasta, hamburgers, and more, and alcohol is unlimited. We really enjoyed eating, drinking, and having fun—it was wonderful.

Actually, the food was good, but what was even more touching was the service and kindness. Hotel Manager Ali knew we were on our honeymoon and upgraded our room. Not only did he send us food like wine, flowers, cheese, and fruit, but he also meticulously prepared a breakfast service, creating a special memory for us. My husband and I promised each other that we would definitely come back for our wedding anniversary.💗",Edited 3 months ago,2026-05-06,,"Dear Guest,

Thank you for your interest in Megasaray Hotels. For this matter, we kindly ask you to contact Megasaray Westbeach directly via email at wbgr@megasarayhotels.com .

Warm regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",Local Guide · 47 reviews · 339 photos,Ci9DQUlRQUNvZENodHljRjlvT21zMldGWjZWMnhHTUVweVVGTnBNbmRSTFU5a01IYxAB
Ibrahim Yurt,5.0,"We stayed for one night for another business matter, but we really liked every service the hotel provided, especially Mr. Derviş; many thanks to him for his attention. We will definitely come again.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind review. We are delighted that you were satisfied with our hotel and services despite your short stay.

Your valuable feedback is very important to us.

We would be pleased to welcome you again.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xKYVlWWXdOVlZwYUdsNk4zSmZhRk53YjFwblNtYxAB
samet otçuoğlu,5.0,"The hotel is of very high quality in every aspect, especially our friend Ali Ilgen at the reception; we would like to extend our special thanks to him.",3 months ago,2026-05-06,1,"Dear Guest,
Thank you for your kind review. We are very pleased that you were satisfied with our hotel and the overall quality of our service.
Your interest and valuable feedback are very important to us.
We would be happy to welcome you again.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",5 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21WSVlYVXpNMGxVUkc1SmVYUjFibTVMYnpoZlZtYxAB
Yoanna Tratata,5.0,"A fantastic place, with a wide variety of food, great activities (water exercises, e.g., bikes, mats, and step) and entertainment (daily mini disco for children, and during our stay, there was a fantastic dance performance by African-American dancers). A lovely stay, I highly recommend it.",Edited 3 months ago,2026-05-06,,"Dear Guest,

Thank you very much for your kind feedback.
We are delighted to hear that you enjoyed the variety of food, the daily activities, and the entertainment programs for both adults and children. It is wonderful to know that you had a pleasant stay and appreciated the overall atmosphere of our hotel.

Thank you for your recommendation, and we look forward to welcoming you again.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 14 reviews · 19 photos,ChdDSUhNMG9nS0VJQ0FnSUNud3VMUDRnRRAB
richard tunney,5.0,The hotel has given me a beautiful stay alongside Medat and all the team which have been amazing,Edited 3 months ago,2026-05-06,,"Dear Guest,

Thank you for sharing your evaluation with us. Your feedback is important to us and helps us continuously improve our service quality.

We would be happy to welcome you again at our hotel.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 13 reviews · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT2sxaVlXY3RSMVpmU1RoalUxRTRjREZWUm5odGFHYxAB
sinem şahin,5.0,They have very friendly and attentive staff. It's a warm and welcoming atmosphere; you never feel like a stranger. Many thanks to the staff and everyone involved in making this a wonderful holiday. They even insisted that we join them for lunch if we weren't in a hurry. Wishing you all the best!,3 months ago,2026-05-06,,"Dear Guest,

Thank you for sharing your detailed feedback.

We are pleased that you were satisfied with our team's friendly, attentive, and sincere approach, and that you felt comfortable and at ease during your stay. Your positive experience during your holiday provides significant motivation for our continuous efforts to improve the quality of our services.

We look forward to welcoming you again.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 30 reviews · 24 photos,Ci9DQUlRQUNvZENodHljRjlvT2kxbmVHNXRUVWRNV0ZSNWVubzJYMVJTVTI4dFdHYxAB
김먜,5.0,"I stayed for 2 nights and 3 days, and the service was great and the food was delicious! The ocean is right in front, so the atmosphere is nice and it's great for swimming! However... the swimming pool is deep, with a depth of 145cm to 150cm!",3 months ago,2026-05-06,,"Dear Guest,

Thank you very much for your kind feedback. We are pleased to hear that you enjoyed your stay, appreciated our service and food, and liked the seaside location and overall atmosphere of the hotel. We also appreciate your helpful remark regarding the pool depth, which has been noted. We would be happy to welcome you again at Megasaray Hotels.

Warm regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",Local Guide · 7 reviews · 41 photos,Ci9DQUlRQUNvZENodHljRjlvT2pOd0xVTTVUMGxRU0ZZeVNYUk9PVUoyUkZsVU5tYxAB
RestorFX_Cheboksary Evgeny Mitrofanov,5.0,,3 months ago,2026-05-06,,"Dear Guest,

Thank you for sharing your evaluation with us. Your feedback is important to us and helps us continuously improve our service quality.

We would be happy to welcome you again at our hotel.

Kind regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",3 reviews · 5 photos,Ci9DQUlRQUNvZENodHljRjlvT2xaS0xXVktjblpNWDFCT1JGcE9YM2xUTFMxdlVFRRAB
Hakan Türk,5.0,"Simply perfect... Absolutely a must-visit hotel, 10 out of 10 for location, service and rooms. Especially the animation team; if you're feeling down, come and forget all your problems with the lively entertainment. I especially want to thank Mr. Enmanuel, whom I've met a few days ago, for his sincere and friendly demeanor.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are very pleased that you were satisfied with our hotel and shared your positive thoughts about the location, service, rooms, and our animation team.

We would be delighted to welcome you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xKRVN6ZHlRa2RLVjJaV2JtOVdObTh5ZEVNMlUyYxAB
ulaş aydın,5.0,"The hotel's location was truly advantageous; we had no difficulty with transportation. The food was both delicious and quite varied, especially the buffet, which exceeded our expectations.

The staff were very attentive and friendly. The animation team deserves special mention; they were both very energetic and had excellent communication skills with the guests. Their foreign language proficiency was also a great advantage.

The evening quizzes, karaoke, and live music events made our holiday even more enjoyable. The mini disco organized for children was also a very nice touch for families.

Overall, we were very satisfied with the price-performance ratio. I think it's a hotel that can easily be chosen, especially for those planning a holiday during the winter season.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are pleased that you were satisfied with our hotel's location, our food, the attentiveness of our staff, and the services provided by our animation team.

We would be delighted to welcome you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xOcmJXcDBjbmd3UjNwRFUwNVBNbEJxWmxOb1dGRRAB
Ольга Митрофанова,5.0,"Nice hotel, wonderful staff. Excellent work of the animation team.",3 months ago,2026-05-06,,"Dear guest,

Thank you for your pleasant review. We are very pleased that you were satisfied with the hotel, the staff, and the entertainment team.

We look forward to welcoming you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review · 5 photos,Ci9DQUlRQUNvZENodHljRjlvT2s1TlNsZEVXV0owVFdKbmQyOUJOVXR4VFZGM01tYxAB
Döne Güllü,5.0,"We would like to thank this hotel, which we visit regularly, especially for their warm welcome. Many thanks to Derviş Bey, Aydın Bey, and Ali Bey 😇",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are very pleased that you enjoyed your stay at our hotel and appreciated the friendly service of our team.

We would be delighted to welcome you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",4 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT201clZtZFFVVkZFTVMxblYyZGtOMnBTUXpnNFgzYxAB
Vladislav,,"Great, delicious food, imported drinks.
-",3 months ago,2026-05-06,,,,ChdDSUhNMG9nS0VOM0tyT1c4eHV5b3NBRRAB
Vladislav,,"Great, delicious food, imported drinks.
-",3 months ago,2026-05-06,,,,ChdDSUhNMG9nS0VQbTJob2ladmZhVHRnRRAB
Sedat Yalaz,5.0,"We were very pleased with the hotel. Everything about our holiday was wonderful. The staff were attentive, and the location was excellent. The food variety was sufficient. Selim, one of the staff members, was very helpful and friendly. Looking forward to seeing you again...",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are very pleased that you enjoyed your holiday and that you had positive thoughts about the attentiveness of our staff, our location, and the variety of our food.

We would be delighted to welcome you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",13 reviews,Ci9DQUlRQUNvZENodHljRjlvT2xKNFRIbEljMUJMZWtobVEwUndRbUZSWkRaMFVXYxAB
Zafer Colakoglu,5.0,,3 months ago,2026-05-06,,"Dear Guest,

Thank you for sharing your feedback with us. Your opinions are important to us and contribute to improving our service quality.

We would be delighted to welcome you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 81 reviews · 23 photos,Ci9DQUlRQUNvZENodHljRjlvT205NFZIbzBRMkkyTm5GVmRtaGtSRXBtUzJaclNuYxAB
Oleg Bakunin,5.0,"The main advantage is the location. The city is on one side, and the sea is on the other. Ataturk Boulevard is five minutes away, with bus stops in all directions (there's a direct route to the airport, the 400).
The second positive is the service. It's unobtrusive yet sufficient. We didn't experience any discomfort during our week.
The food and drinks aren't luxurious, but for the low price, they offer a variety of food and imported alcohol. We also really liked the burgers at the hotel's street cafe – we've never had such delicious burgers at any fast food place.
The grounds are small, but there's a gorgeous promenade here, so why stay in the hotel?
The rooms are certainly not new, to put it mildly, but as with the previous point, we didn't come to stay in the hotel, and they have everything we needed. Even the minibar is fine. The only thing is, they changed our room keys three times during the week. The view of the city/mountains is also gorgeous; we didn't see the point in overpaying for a sea view. What could be improved is adding flags to the staff's badges to indicate their language. There were a couple of situations where people tried to communicate with Russian-speaking staff in English or Turkish, which was funny. The badges themselves could be larger, as it's hard to see. It would also be a good idea to replace the outlets in the rooms—some weren't working, but they didn't report it and used the ones they had.
The internet in the hotel is decent everywhere. But there are plenty of places in the city with 5G, and the speed is ten times faster in the hotel itself. Get an e-SIM with internet.",3 months ago,2026-05-06,,"Dear guest,

Thank you for such a detailed and constructive review. We are very pleased that you highly appreciated the hotel's location, service level, food, beverage quality, and internet connection.

We also appreciate your comments and suggestions for improvement. All your comments have been forwarded to the responsible departments for review and further improvement.

We look forward to welcoming you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",Local Guide · 127 reviews · 117 photos,Ci9DQUlRQUNvZENodHljRjlvT2xjMFNISmliamh6ZDNJeVJISjJVMGxsWDBkVGNsRRAB
Furkan,5.0,"The service was excellent, they took great care of the guests, especially Mr. Mahmut, he was exceptionally friendly and attentive. Thank you.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are very pleased that you were satisfied … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xacmVpMW9SMnhFUmtSc2NsWkhaVkU0VGxoM1ZFRRAB
Sertan Sab,5.0,The friendliness and attention at the hotel were superb; we were very pleased.,3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are very pleased that you were satisfied … More",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2paelUyZHFhR2hUVVdwR2R6UnBhRlkxVW1sWlVYYxAB
Koray AYDIN,4.0,,3 months ago,2026-05-06,,"Dear Guest,

Thank you for sharing your feedback with us. Your opinions are important to us … More",Local Guide · 39 reviews · 12 photos,Ci9DQUlRQUNvZENodHljRjlvT21vMlEydzBiemg2TkZFMWRGVnBTM0JoVVhSRVpWRRAB
grkmkck,5.0,"Everything was 10/10, we were very well received. We would like to thank all the staff and management team, and especially the animator Mahmut Bey for his attention and energy. Suha Güven MTL High School.",3 months ago,2026-05-06,,"Dear Guest,
Thank you for your kind feedback. We are very pleased that you enjoyed your stay and appreciated the attention of our team. … More",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xWT0xWOW9YM1oxUkMxcFpuVlpTWFJxVVVsMVdsRRAB
Kadir HANYA,5.0,"As university students, we participated in the YOREX ​​fair, everything was great, we were very pleased. A special thank you to the animator, Mr. Mahmut, he was very friendly and energetic 😅❤️🙏🏻 …",3 months ago,2026-05-06,,"Dear Guest,

We are very pleased that you enjoyed your stay. Thank you for your kind … More",4 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2xCRGVXMW9SMFJUZFZwM1prdDBVUzE2U0VaVWIyYxAB
Berat Çavdar,5.0,,3 months ago,2026-05-06,,"Dear Guest,

Thank you for sharing your feedback with us. Your opinions are important to us … More",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tkUGRUUlBXbkUzZEZWcmEwUk9abVYyVDJsTmQxRRAB
mel sav,5.0,This is our first time at Megasaray. All the staff are very friendly and attentive. We especially thank Ms. Sara from the bar team for her attentiveness. The food was delicious and varied. The animation team's evening programs were wonderful. The animators were very entertaining. A special thank you to Ms. Ilayda from the animation team. My brother had a lot of fun at the mini-club; Ms. Julia at the mini-club did a great job with face painting and spoke excellent Turkish. The sports activities were enjoyable. Thank you for everything.,3 months ago,2026-05-06,,"Dear Guest,

We are delighted that you enjoyed your first stay at our hotel. Thank you for your kind feedback regarding the attentiveness of our staff, the delicious and varied food, our animation programs, and the mini-club activities. We are very happy to have contributed to your enjoyable family vacation.

We look forward to welcoming you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT25ORFJtUnVVVWN5VmtwQmFXTm1XRlZNUzBwdldIYxAB
Aziz Sami K.,5.0,"This is our third visit, and it's a hotel we love as a family; we enjoy spending peaceful time there. The rooms are spacious and clean, and the food is quite good. There's a noticeable improvement in the animation team compared to previous years, especially Mahmut, who managed the darts game and made sure we had a very enjoyable time.",3 months ago,2026-05-06,,"Dear Guest,

Thank you very much for choosing our hotel again and for sharing your wonderful … More",Local Guide · 16 reviews · 22 photos,Ci9DQUlRQUNvZENodHljRjlvT21aYVRUQnRjREU0ZEVrMGJtc3lPVGxTTWxSa1RWRRAB
Ірина Вірченко,5.0,"This is not the first time we have stayed with our family at this hotel. We have been in season and out of season. The incredible atmosphere created by the workers and vacationers. A great international contingent. Playing darts is a special passion!!! The animators are great, the kids' club is incredible - the child spent 3 hours without a tablet and in the evening he still wanted one.
The food and drinks are great.
I recommend, I recommend and I recommend again!!!🤌🤌🤌",3 months ago,2026-05-06,,"Dear Ms. Irina,

Thank you very much for such a warm review and for choosing our hotel for your family vacation again.

We are extremely pleased that you appreciate the atmosphere, the work of our team, the animation and the kids club. We are especially glad that your child enjoys spending time with us. We also thank you for mentioning our cuisine and drinks.

Your recommendations are the best motivation for us!

We look forward to meeting you again.

Best regards,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2s4eVVUaHBjM2hpVmxCUU4xSk1aVlZTY0RWS00yYxAB
D K,3.0,"We ended our stay at this hotel with very mixed feelings.

The positives first:

Location & View: The location is simply phenomenal. The view of the sea is exactly what you imagine a dream vacation to be.

Service: A big compliment to the entire team. The friendliness and helpfulness of the staff are outstanding and ensure that you feel well taken care of despite the shortcomings.

Culinary: For an all-inclusive concept, the food is of a very high standard. It is varied, fresh, and truly delicious – there is absolutely nothing to criticize here.

The decisive drawback – The Rooms:
As positive as the rest of the hotel is, the condition of our room was disappointing. To say that the building is ""showing its age"" would be an understatement. The furnishings are massively worn, the furniture looks damaged, and the entire ambiance is far from what is internationally understood as a 5-star standard.

It's truly a shame to see that no investment has been made here for a long time. In this price range, a well-maintained, contemporary interior isn't a bonus, but a basic requirement. I've rarely experienced such a glaring discrepancy between the quality of the staff and the poor condition of the building.

In conclusion: If you can overlook a worn-out room, you'll have a good time here thanks to the location and the great team. However, if you're looking for true 5-star luxury, you should wait until the urgently needed renovations have been completed. Currently, the price-performance ratio is unfortunately not acceptable due to the poor quality of the rooms.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your detailed and constructive feedback. We are delighted that you rated our location, sea view, service quality, the hospitality of our team, and our culinary offerings positively. Your comments regarding the condition of the rooms have been carefully reviewed and forwarded to the relevant departments as part of our planned renovation and improvement efforts. We would also like to emphasize that our work to further enhance comfort and meet our guests' expectations is continuing as planned. We would be pleased to welcome you and your family back again soon.

Sincerely,

Ayla Akbarova
Customer Relations Management
Megasaray Hotels","Local Guide · 1,268 reviews · 16,194 photos",Ci9DQUlRQUNvZENodHljRjlvT25FeE9VeHlZVGN0U1Vsc1NGZzNZVWgzYmpOTlduYxAB
Denis De,5.0,"I'm so happy! 😊 Everything was top-notch, just wonderful. A great experience, highly recommended! ✨👍
I recommend getting a room with a sea view. …",3 months ago,2026-05-06,,"Dear Denis,

Thank you so much for your high rating and kind words! We are delighted that you … More",Local Guide · 35 reviews · 7 photos,Ci9DQUlRQUNvZENodHljRjlvT2toclJFOXZjRzFKVGtkeVdtTlphbWRzUTNZMlVtYxAB
Sayed Taheri,5.0,"We would like to express our sincere gratitude for the wonderful stay. We would especially like to commend the kids' club and the animation team.

The staff are incredibly friendly, attentive, and lovingly caring for the children. It's immediately apparent that they perform their work with great passion and professionalism. Communication is open and warm, fostering trust with both the children and the parents.

The activities offered are varied, creative, and promote the children's development in a playful way. Crafts, games, and group activities are well-organized and thoroughly enjoyed by the children.

The organization of the kids' club is of a very high standard – everything runs smoothly and safely, while maintaining a relaxed and positive atmosphere.

Our child was thrilled and happily spent every day at the kids' club. Thank you so much for the excellent care and the unforgettable moments!",3 months ago,2026-05-06,,"Dear Mr. Taheri,

Thank you so much for your wonderful review and kind words about our kids' club and the animation team.

We are delighted that your child felt so comfortable with us and enjoyed the childcare and activities. We will gladly pass on your praise to our team.

We would be pleased to welcome you back again soon.

Sincerely,

Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",10 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tsTFNHSllUVlJxVTFWeGJGZGZOMXB6VlRSMFNtYxAB
ömer çip,5.0,"The location was excellent and easily accessible. The food was delicious and varied, and the cleanliness was excellent in both the rooms and common areas. Overall, the hotel offered a very enjoyable experience. The evening shows and live music performances were very entertaining, and the DJ performances added extra energy to our holiday. The daytime activities and games were organized to appeal to all ages, and the music throughout the day made the atmosphere even more enjoyable. The animation team was very successful in terms of both language skills and their approach to guests; their friendly and sincere attitude made our holiday even better. The sports activities were also sufficient and fun. The mini-club section was especially good for children; the activities specifically for the 4-7 age group were both educational and fun. The fact that the mini-club animators could communicate in different languages ​​was a great advantage. The playground and park were clean, safe, and adequate. Overall, the animation team was energetic and professional, we were very satisfied, and it is a hotel we would choose again.",3 months ago,2026-05-06,,"Dear Mr. Ömer,

Thank you for your detailed and valuable feedback. We are pleased that you were satisfied with our location, food variety, cleanliness standards, animation activities, sports facilities, and services for children.

We would be happy to welcome you and your family again.

Sincerely,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels",9 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tsWk9VcDZXa2h5YkVWNmEyaEpWR1JKV2tsZmJHYxAB
Эльмира Исмаилова,5.0,"What a wonderful place!
I absolutely loved everything!
I stayed with my grandmother.
The staff was very friendly, always smiling, attentive, and kind!
I was delighted. I'd like to especially mention the guest services manager, Elmira, who's always there to help, explain, and show me around. A huge thank you to her.
I'd also like to mention Ali, photographer Emirkhan, Aigerim, and Efe—a huge thank you to them, they were so attentive to my grandmother, never neglected her, and always came to her aid.
I wish this hotel prosperity, and I hope to come back someday!
Thank you again for such a wonderful vacation ❤️😍",3 months ago,2026-05-06,,"Dear Elmira,

Thank you for such a warm and detailed review. We are so glad that you had a wonderful vacation with your grandmother and that you were pleased with the atmosphere, the attentive staff, and the level of service.

Your kind words are greatly appreciated. We look forward to welcoming you back to our hotel.

Sincerely,
Irina Özkökdemir
Customer Relations Management
Megasaray Hotels",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pkcGVVaDBkbWRUVERSdWFrZDZUazh3YUdGRWJVRRAB
Aleksandr Vagin,5.0,"Very good children entertainment 23 April! I was really surprised food, entertainment and crew ❤️🙌 …",3 months ago,2026-05-06,,"Dear Mr. Aleksandr Vagin,
Thank you very much for your kind feedback. We are delighted to hear that you enjoyed the children’s entertainment, as well as the food and our team’s service … More",3 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT205aVVHTXhUMUZtTkZkcVNXeElOR3cxU0VGaU1rRRAB
Gül Cankurtaran,5.0,"We requested assistance from receptionist Ali Ilgen regarding a matter, and we sincerely thank him for his exceptional performance and unwavering support. We wish him continued success. (We witnessed him working alongside 5 employees. He is a qualified, successful, and accomplished individual.)",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are very pleased that you were satisfied … More",Local Guide · 2 reviews · 49 photos,Ci9DQUlRQUNvZENodHljRjlvT2xoWlJUaHVjVEZzWTFsM1ZEVk9Tbmw0WVdOblkzYxAB
Boran Uysal,1.0,,3 months ago,2026-05-06,,"Dear Guest,

We were unable to find any accommodation details for a guest named *Boran Uysal* … More",Local Guide · 6 reviews · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT2xKeVowTmhUbXhpWVdKRFlXOWtTWGwwYjFsMmEyYxAB
Yelena,4.0,"We stayed at Hotel Megasary over the Easter holidays and opted for the all-inclusive package. What truly deserves 5 stars is the size of the room and the fact that we got two large separate beds. The food at the hotel was also excellent, as were the cocktails at the bar. The location is great as well—just a few steps from the beach and a lovely promenade. If you want to go into town, you can take a bus that’s about a 10-minute walk from the hotel and costs €1.

What I didn’t like, considering the hotel is advertised as a 5-star property, was the way guests are treated. On our first day, we arrived after midnight, and during check-in the gentleman didn’t offer us anything to drink or ask if we needed anything. A few days later, I noticed that during the day they do prepare welcome drinks for guests. There was also no lunch package waiting for us in the room, even though we arrived at 2:30 a.m. and missed almost the entire first day.

At check-out, the lady didn’t ask anything or thank us—she just said, “it’s fine.” The bathroom in the room would barely qualify for 3 stars, and in six days the housekeeper didn’t dust even once. I might not have noticed, but the furniture is dark wood, so everything shows. The housekeeping seemed limited to making the bed and emptying the trash. On the other hand, the gentleman who refilled the minibar in the afternoon was exceptionally kind and friendly.

The restaurant staff seemed either disorganized or understaffed—I’m not sure which, but something isn’t working there.

All in all, I would definitely recommend the hotel, but don’t expect a true 5-star experience.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your detailed feedback. We are pleased to hear that you appreciated the room size, food quality, cocktails, and our location, while the points you have mentioned regarding check-in, check-out, housekeeping, and restaurant service have been shared with the relevant departments for further review and improvement.

We would be pleased to welcome you again at our hotel.

Best regards,
Ayla Akbarova
Customer Relations Management
Megasaray Hotels","Local Guide · 356 reviews · 1,477 photos",Ci9DQUlRQUNvZENodHljRjlvT2pOdmFqaFFZbXQ1ZG1oemNHTnVSblpmT1dwVFJXYxAB
Deniz Bal,5.0,"It's a very beautiful hotel, we loved it, Dervis Avi Bizi Cok Yardim Etti Hoteli Tanitti, I highly recommend it, the food and the view are incredible, don't forget to mention Dervis's first name in your comments.",3 months ago,2026-05-06,,"Dear Guest,

Thank you for your kind feedback. We are pleased to hear that you enjoyed your … More",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tKcWJXNW5aa05CWkRCZmRVUjJibEZJY1hBNE1HYxAB
