Kullanıcı Adı,Puan (Yıldız),Yorum Metni,Tarih (Metin),Tarih (Yaklaşık),Beğeni,İşletme Yanıtı,Kullanıcı Yorum Sayısı,Yorum ID
Ahmad Alsaif,3.0,"Rooms are old need to be renewed
It took so long to check in the room
The price is not suitable for the service and the hospitality",a month ago,2026-07-05,,"Dear Ahmad Alsaif,

Thank you for taking the time to share your feedback.

We are sorry to hear that some aspects of your stay did not fully meet your expectations, particularly regarding the room condition, check-in experience, and your perception of value for money. Please be assured that your comments have been shared with the relevant departments for immediate review and improvement.

Guest satisfaction is very important to us, and we regret that we were not able to deliver the level of service and hospitality you expected on this occasion.

We appreciate your feedback and hope to have the opportunity to welcome you again in the future for a much improved experience.

Warm regards,
Rixos Premium Belek Hotel Management",Local Guide · 12 reviews · 23 photos,Ci9DQUlRQUNvZENodHljRjlvT2pWMFRGRlphbFYyTmpSdFpISmZlbVZ6Y1ZoRFQxRRAB
İbrahim Doğdaş,5.0,"We stayed as a group of 4, 2 adults and 2 children. It was a fantastic, 7-star premium holiday for us. The staff and the entire team were wonderful.

Thank you for everything 🤗",a month ago,2026-07-05,,"Dear Mr. Ibrahim Doğdaş,

Thank you very much for sharing your valuable feedback with us.

We are extremely pleased that your stay with your family at Rixos Premium Belek was rated as ""10 out of 10, 7-star premium."" Your kind words about our staff and our entire team are a great source of motivation for us.

We were very pleased to host you and your family. Thank you again for your wonderful feedback, and we look forward to seeing you again at Rixos Premium Belek soon.

Sincerely,
Rixos Premium Belek Hotel Management",2 reviews,Ci9DQUlRQUNvZENodHljRjlvT25KWlJHVk9NWFJEVjJsQlZYZDNiRTVKYWtONFdsRRAB
Me Me,4.0,"Great hotel, especially I liked that unattended towels on sun beds are constantly picked up making beds available to all. Great restaurants and bars staff and waiters very helpful and knowledgeable.

The only strange thing is that Reception staff don’t know anything. Seems like they are only checking in/out and unable to answer questions such as how to make a restaurant booking, timing restrictions etc.

Concierge is never at the desk- he must be very busy elsewhere.

Cabana beds are good but their manager is constantly sitting on freshly prepared beds, on the white mattress covers. For 100€ a bed you wouldn’t want to share the bed with strangers.",a month ago,2026-07-05,,"Dear Guest,

Thank you very much for sharing your feedback.

We are pleased to hear that you enjoyed your stay at Rixos Premium Belek and appreciated our restaurants, bars, and the attentiveness of our service team.

At the same time, we are sorry to learn that certain aspects of your experience did not fully meet your expectations, particularly regarding reception assistance, concierge availability, and cabana service. Please be assured that your comments have been noted and shared with the relevant departments for review and improvement.

For further assistance or if you would like to share more details about your experience, we kindly ask you to contact us via email so our team can review your case and support you accordingly. premiumbelek@rixos.com

Warm regards,
Rixos Premium Belek Hotel Management",Local Guide · 32 reviews,Ci9DQUlRQUNvZENodHljRjlvT25aek5XWndaMUJJUVVKd1QwMVpOVlJtYWtKdlMxRRAB
Ursu Vlad,4.0,"We had a wonderful stay at Rixos. The staff was friendly, the food was excellent, and the facilities were outstanding.",a month ago,2026-07-05,,"Dear Guest,

Thank you very much for your wonderful review!

We are delighted to hear that you had a wonderful stay at Rixos Premium Belek. It is a pleasure to know that you enjoyed our friendly staff, excellent food, and outstanding facilities.

Your kind words are greatly appreciated and serve as a wonderful motivation for our entire team.

We look forward to welcoming you back to Rixos Premium Belek for another memorable holiday.

Kind regards,

Rixos Premium Belek Hotel Management",3 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2t4Zk9XRkJZekZUVDFkRmFtNXpZVFV0VjNGNWMyYxAB
Tili Smaka,5.0,"Everything was perfect . I dont have word to describe ! For family for couples for kids here was just amazing, clean and fresh and good eating everything was 11/10 ! Nisa and Eren helped as o lot with every detail for my wife birthday and they make as upgrade room , and late check in ! I dont know i am very happy i was here ! Thank u rixos",a month ago,2026-07-05,,"Dear Tili,

Thank you so much for your amazing review!

We are truly delighted to know that you had such a wonderful stay and that your experience exceeded your expectations. It is especially rewarding to hear that our hotel was the perfect choice for families, couples, and children.

A special thank you for recognizing Nisa and Eren. We will be delighted to share your kind words with them. They will be very happy to know that they helped make your wife's birthday celebration even more special.

It was a pleasure to welcome you to Rixos Premium Belek, and we sincerely look forward to hosting you again for another unforgettable holiday.

Kind regards,

Rixos Premium Belek Hotel Management",1 review · 4 photos,Ci9DQUlRQUNvZENodHljRjlvT2prMWNYVnpVa3RwUTI1SlZVbDJTV0pJUkZadE1rRRAB
Bilal Akhtar,5.0,Amazing service and hospitality by all staff especially for children and the Rixy club staff members .,a month ago,2026-07-05,,"Dear Bilal,

Thank you very much for your wonderful review!

We are delighted to hear that you enjoyed the service and hospitality provided by our team. It is especially rewarding to know that our staff, particularly the Rixy Club team, helped make your family's holiday even more enjoyable.

Your kind words are greatly appreciated and will be shared with our team.

We look forward to welcoming you and your family back to Rixos Premium Belek for another unforgettable stay.

Kind regards,

Rixos Premium Belek Hotel Management",5 reviews,Ci9DQUlRQUNvZENodHljRjlvT2kxWU16ZG1hMHBITkRaRGJrSjVTbUZYYkZSVmVWRRAB
Alakh Patel,5.0,Highly recommend for family vacation,Edited a month ago,2026-07-05,,"Dear Alakh Patel,

Thank you very much for your kind recommendation.

We are delighted to hear that you enjoyed your family vacation and that Rixos Premium Belek met your expectations. Creating memorable experiences for families is one of our greatest priorities.

Thank you once again for choosing us. We look forward to welcoming you and your family back for another wonderful stay.

Warm regards,
Hotel Management
Rixos Premium Belek",4 reviews,Ci9DQUlRQUNvZENodHljRjlvT2pkWFNrRlVUMGxFWTB3emFsVkdlRk14ZVZoMlVYYxAB
Evre Çanakçı Yücedağ,5.0,I was impressed by both the comfort of the hotel and the friendly and professional approach of the staff; I will definitely return.,a month ago,2026-07-05,,"Dear Evre Çanakçı Yücedağ,

We sincerely thank you for your kind review and for choosing us.

We are extremely pleased that you were satisfied with the comfort of our hotel and the friendly and professional approach of our staff. It is our greatest pleasure to have provided you with an unforgettable holiday experience.

We look forward to welcoming you back to Rixos Premium Belek soon.

Sincerely,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pkd1NIbGlOR1JaY1VrNGMycEdabGRYTmtwMk5tYxAB
Josie Pumalo,5.0,Rixy club is absolutely amazing the staff are kind attentive and truly care about the children .There are plenty of fun creative and educational activities every day making it a perfect place for kids to enjoy their holiday,a month ago,2026-07-05,,"Dear Josie,

Thank you very much for your wonderful review!

We are delighted to hear that your children had such a great time at our Rixy Club. It is especially rewarding to know that our team’s kindness, attentiveness, and genuine care made such a positive impression on your family.

We are also pleased that you enjoyed the variety of fun, creative, and educational activities we offer for our young guests.

Your kind words mean a great deal to us, and we look forward to welcoming you and your family back to Rixos Premium Belek for another unforgettable holiday.

Kind regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2pCRFRtZFhUVVpxWVRWdFNYRmxSelZUVkhoM1EyYxAB
Begum Aslan,5.0,"Staying at Rixos Belek was a pleasure. Every area of ​​the hotel was very pleasant, clean and elegant, the food was delicious, the service was high-quality, and the staff were friendly. There are activities to suit every taste throughout the hotel. We were very satisfied and recommend it to everyone. Thank you.",a month ago,2026-07-05,,"Dear Begum Aslan,

We sincerely thank you for your valuable feedback and kind words.

We are extremely pleased that you enjoyed your stay at Rixos Premium Belek and were satisfied with the cleanliness of our hotel, our delicious food, our quality service, our friendly staff, and the activities we offer.

Being able to satisfy you is our greatest reward. Thank you again for your valuable recommendation and for choosing us, and we hope to welcome you back to Rixos Premium Belek soon.

Sincerely,

Rixos Premium Belek Hotel Management",15 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tWR2RrZGhSVU4xVEd0a2MzRk9ValZzY25KQ2QxRRAB
barisbentline,1.0,"We stayed here for 3 nights and had many problems, but I will mention some of them. When I arrived, they said there was a minor renovation going on in the room. I told them not to give us the room if it was problematic. After we settled into the room, it flooded, and we had to change rooms. The number of staff is insufficient, and most of them are foreigners who don't understand the questions you ask. The service is very poor.
The food is tasteless compared to the hotel's quality, and we were not satisfied with the à la carte options. Compared to the Rixos hotels I've stayed in before, this was a complete disappointment.",a month ago,2026-07-05,,"Dear Guest,

Thank you for sharing your feedback with us.

We are sorry to learn that your stay did not meet your expectations and that you experienced some negative experiences. Your comments regarding room condition, service quality, communication, and restaurant experience have been carefully reviewed and shared with the relevant departments.

Guest satisfaction is very important to us, and we are sorry that we were unable to provide the experience you expected during this stay.

Thank you for your feedback, and we hope to welcome you back with a better experience in the future.

Sincerely,
Rixos Premium Belek Hotel Management",Local Guide · 53 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2sxS01reERaSFl3U2kxQmRYTTVhbWwzVGxOR04wRRAB
Kamil Głowacki,5.0,"Great hotel. Great food and drinks. Large, spacious rooms, very comfortable beds—everything works. Excellent restaurants, both a la carte and buffet. The entire facility is spacious and well-maintained. I recommend it.",a month ago,2026-07-05,,"Dear Kamil,

Thank you very much for your wonderful review and recommendation!

We are delighted to hear that you enjoyed our food and beverages, spacious rooms, comfortable beds, À La Carte restaurants, buffet, and the overall atmosphere of our resort.

Your kind words are a great motivation for our entire team. We truly appreciate you taking the time to share your experience.

We look forward to welcoming you back to Rixos Premium Belek for another memorable stay.

Kind regards,

Rixos Premium Belek Hotel Management",Local Guide · 102 reviews · 15 photos,Ci9DQUlRQUNvZENodHljRjlvT25CbWFuRk5NbU0yWldKUU16bGllbVZXTWxKRFVFRRAB
Fatih Gören,4.0,"Unfortunately, the hotel was very crowded, and the struggle to grab a sun lounger was intense, which is unbecoming of a premium hotel. The online system for à la carte reservations is only accessible at 10 am, and it fills up instantly, so reservation problems can occur. This system urgently needs to be changed. The food and drinks were excellent. Special thanks to Uğur Tuncar, who served us at the à la carte restaurant in the evening, and to a lifeguard from Trabzon on the beach. Staff who love their jobs, do their work well, and make you happy with their energy are a great asset to the establishment; these qualities cannot be bought with money, it's a matter of character. A special thank you to them.",a month ago,2026-07-05,,"Dear Mr. Fatih Gören,

Thank you for choosing Rixos Premium Belek and for sharing your feedback with us.

We have carefully noted your experience during your stay, and especially your comments regarding the crowd density, sun lounger usage, and the à la carte reservation system. This type of feedback is very valuable to us in terms of improving our service quality and will be shared with our relevant departments.

Furthermore, we are very pleased that you were satisfied with the quality of our food and beverages, and that you made kind remarks to our team member Uğur Tuncar and our beach lifeguard team. These will be conveyed to them, and we will appreciate their efforts being recognized.

We would be delighted to welcome you back to Rixos Premium Belek.

Sincerely,
Hotel Management
Rixos Premium Belek",7 reviews · 2 photos,Ci9DQUlRQUNvZENodHljRjlvT2t0RWQzZzVNbWxaZEVKSk56ZDNVRkZxVjBSR1kyYxAB
Ali Hamit,5.0,,a month ago,2026-07-05,,"Dear  Ali Hamit,

Thank you for taking the time to rate your experience at Rixos Premium Belek.

We are delighted to receive your 5-star rating and truly appreciate your support. Knowing that you enjoyed your stay is a great source of motivation for our entire team.

We hope to have the pleasure of welcoming you back again for another memorable holiday in the near future.

Kind regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2xwQ1VVUm5WemxFVTJsTkxVbE1kbnA2TTAxWVMxRRAB
Svetlana Porsneva,5.0,"We are at the Rijos Hotel, we really liked it, thank you Sabana, the service is very good, we will come back to you, thank you Hamza, you were very helpful",a month ago,2026-07-05,,"Dear Svetlana Porsneva,

Thank you for sharing your impressions of your vacation.

We are delighted to hear that you enjoyed your stay at the Rixos Premium Belek and were satisfied with the level of service. We are especially pleased to receive your warm words about the Kaban team and a special thank you to Hamza for his assistance and attentive service.

Your kind words will be shared with our colleagues.

Thank you for your trust, and we look forward to welcoming you back to the Rixos Premium Belek.

Sincerely,
Hotel Management
Rixos Premium Belek",2 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21jMU0zY3pVVU16T0ZwRU4yMWlNRkZrTkZScU5IYxAB
Bashair Aziz,4.0,"The resort is a truly family-friendly destination, comprehensive in every way. The food is generally excellent and delicious, though it varies. The restaurants offer Asian, Greek, Turkish, and Italian cuisine. Reservations are required, but you can book once through the app. For longer stays, you can make reservations through the app. There are also three restaurants outside the resort, located in The Land of Legends, which are also included. Some restaurants offer buffets without reservations, and there's even a 24-hour restaurant. The events and activities are numerous and varied, making it impossible to experience them all. A stay at this resort is practically a one-stop shop. However, the downsides are: the rooms are very worn, the soundproofing is very poor, and check-in was delayed. The service is the worst aspect of the resort. While the app is great for communication, the response is automated. If the app doesn't have an answer, it forwards the question to an employee, and the response is extremely delayed. You might have to wait around an hour for a response to any important request or inquiry! And even when you do receive a response, it's often insufficient, forcing you to wait even longer! Communication is very weak, and they may not have enough staff, even though it is an easy and beautiful technology that they did not use in an excellent way. You ask and request, and the answer is brief, but their delay requires the person to leave his room or return from a distant external area to the building where the reception is located in order to submit his request!! Or to file a complaint about an urgent matter..",a month ago,2026-07-05,,"Dear Bashair Aziz,

Thank you for taking the time to share your detailed feedback following your recent stay with us.

We are pleased to hear that you enjoyed our family-friendly concept, wide range of dining options, activities, and overall resort experience. Your kind words regarding the variety and quality of our restaurants are truly appreciated.

At the same time, we sincerely regret to learn about the aspects of your stay that did not meet your expectations, particularly regarding room condition, sound insulation, check-in experience, and communication through our application. Please be assured that your comments have been shared with the relevant departments for careful review, as guest feedback is essential for us to continuously improve our services.

We truly value your constructive observations, and we hope to have the opportunity to welcome you again in the future and provide you with a much smoother and more seamless experience.

Warm regards,
Hotel Management
Rixos Premium Belek",Local Guide · 101 reviews · 27 photos,Ci9DQUlRQUNvZENodHljRjlvT2pSR1ZGSktjRVJ0U0c5Vk5ISktabFJPVjFOaFNHYxAB
John McMahon,5.0,,a month ago,2026-07-05,,"Dear John McMahon,

Thank you for taking the time to rate your experience at Rixos Premium Belek.

We are delighted to receive your 5-star rating and truly appreciate your support. Knowing that you enjoyed your stay is a great source of motivation for our entire team.

We hope to have the pleasure of welcoming you back again for another memorable holiday in the near future.

Kind regards,

Rixos Premium Belek Hotel Management","Local Guide · 38 reviews · 2,743 photos",Ci9DQUlRQUNvZENodHljRjlvT2w5R1drMUhhbFJuTm1ZMlEyVjJRbHBtTlZaM1ZGRRAB
Rose G,5.0,"Best all inclusive we’ve ever been to, the kids club was more than what we expected and our 3 year old loved all the fun activities throughout the day. Quality of the food and drinks were impressive and the service fantastic. We will definitely be returning!",a month ago,2026-07-05,,"Dear Rose G,

Thank you very much for taking the time to share your wonderful feedback.

We are truly delighted to hear that your stay was the best all-inclusive experience you have ever had. It is especially rewarding to know that your little one enjoyed the Kids Club and the daily activities, and that both the quality of our food and beverages and the service provided by our team met your expectations.

Your kind words are a great motivation for all of us. We are very happy to know that you are considering returning, and we will be looking forward to welcoming you and your family back for another memorable holiday at Rixos Premium Belek.

Warm regards,
Hotel Management
Rixos Premium Belek",Local Guide · 16 reviews · 21 photos,Ci9DQUlRQUNvZENodHljRjlvT21sc0xWZGZWMEZ4WlhadmN6bFBUbTVEWlhFNWVrRRAB
Антон Баранов,5.0,"Excellent hotel, service, and especially the desserts❤️
We'll definitely be back.
Thanks for a great vacation!",a month ago,2026-07-05,,"Dear Anton,

Thank you for sharing your wonderful review.

We are delighted to hear that you were pleased with the hotel, the level of service, and especially our desserts. Your kind words are a great encouragement to us.

We look forward to welcoming you again at Rixos Premium Belek.

Sincerely,
Hotel Management
Rixos Premium Belek",Local Guide · 9 reviews,Ci9DQUlRQUNvZENodHljRjlvT2psUFQwbG9hRlJVVEVSTWIydHhaUzEwUVZoQ1RsRRAB
Andrea O'Brien,3.0,"Hotel grounds and facilities are wonderful for families with kids.
Rooms are quite dated, we are in a villa which is quite far from everything and although it is clean - beds and pillows and bathrooms need updated as well as general decor.
We had a wonderful server on roller blades by the pool but the bar staff were quite dismissive and under a lot of stress.
The customer service in general is very bad considering how expensive it is per night.
The Italian restaurant and Greek restaurant onsite have been fabulous but the 24hr restaurant is terrible. The buffet breakfast has lots of variety but not the best quality food.
Overall we are having are great time with all the facilities and most of the hotel is asthetically pleasing but alot of improvements need to happen with especially with the staff and rooms.",Edited a month ago,2026-07-05,,"Dear Andrea O'Brien,

Thank you very much for taking the time to share your impressions during your stay with us.

We are pleased to know that you and your family are enjoying the hotel grounds, facilities, and dining experiences, and that several aspects of your holiday have contributed to creating memorable moments.

At the same time, we sincerely appreciate your comments regarding areas where you feel improvements can be made. Guest feedback is extremely valuable to us and has been shared with the relevant teams for review and consideration as part of our continuous efforts to enhance the overall guest experience.

Thank you once again for choosing Rixos Premium Belek. We hope to continue making the rest of your stay enjoyable and look forward to welcoming you again in the future.

Warm regards,
Hotel Management",11 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT214R05EUlhkVlZVZUd0MU5UVjVjVEYyT0ZSME1FRRAB
Jan Peeters,5.0,"We are currently enjoying a wonderful stay at Rixos Premium Belek and have been thoroughly impressed by every aspect of the resort. The overall quality is outstanding, and the level of service throughout the hotel is truly exceptional.

A special mention goes to the à la carte restaurants, which we can highly recommend. The food is excellent, diverse, and prepared to a very high standard. The staff are consistently attentive, friendly, and professional, making every dining experience memorable.

The resort offers an incredible variety of activities, entertainment, and dining options, ensuring there is always something to enjoy. Everything is exceptionally well organized and maintained, creating a relaxing and luxurious atmosphere. Overall, this is a fantastic resort that exceeds expectations in terms of quality, hospitality, and guest experience. We would gladly return and highly recommend it to anyone looking for a first-class holiday experience. ★★★★★",a month ago,2026-07-05,,"Dear Jan Peeters,

Thank you very much for taking the time to share your wonderful feedback while still enjoying your stay with us.

We are truly delighted to hear that you are impressed with every aspect of the resort and that our overall quality and service have exceeded your expectations. Your kind words regarding our à la carte restaurants, food quality, variety, and the professionalism of our team are greatly appreciated and will be shared with our colleagues.

It is also a pleasure to know that you are enjoying the wide range of activities, entertainment, and dining options we offer, and that this contributes to a relaxing and luxurious experience.

Your recommendation means a great deal to us. We look forward to continuing to make the rest of your stay just as enjoyable, and to welcoming you back again in the future for another memorable holiday at Rixos Premium Belek.

Warm regards,
Hotel Management
Rixos Premium Belek",Local Guide · 17 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT2tkRVRVdHNkSFF3UlZwNE5HRkNhM1pzWlZkRk5VRRAB
Feyzanur Dogan Gönen,5.0,"We are very pleased with our holiday. Guest relations are really helpful, especially Hamza, a fantastic employee. The guest relations manager, Ms. Aliya, is very helpful and a wonderful representative for the hotel. Mr. Sebastian at Kabanada is doing a great job.",a month ago,2026-07-05,,"Dear Feyzanur Doğan Gönen,

Thank you for choosing Rixos Premium Belek and for sharing your wonderful feedback with us.

We are extremely pleased that you enjoyed your holiday and especially for your kind words about Hamza from our Guest Relations team, our Guest Relations Manager Ms. Aliya, and Mr. Sebastian in the cabana area. It is a great source of motivation for us to see the service provided by all our team members to our guests appreciated.

We would be happy to share your valuable comments with them.

We would be delighted to welcome you back to Rixos Premium Belek.

Sincerely,
Hotel Management
Rixos Premium Belek",7 reviews · 1 photo,Ci9DQUlRQUNvZENodHljRjlvT21OMFpXd3RUbXB0WlhKWVJqSkZRazFPWkRJNFRuYxAB
Laurentiu Pricop,5.0,,a month ago,2026-07-05,,"Dear Laurentiu Pricop,

Thank you for taking the time to rate your experience at Rixos Premium Belek.

We are delighted to receive your 5-star rating and truly appreciate your support. Knowing that you enjoyed your stay is a great source of motivation for our entire team.

We hope to have the pleasure of welcoming you back again for another memorable holiday in the near future.

Kind regards,

Rixos Premium Belek Hotel Management",Local Guide · 28 reviews · 235 photos,Ci9DQUlRQUNvZENodHljRjlvT2xKbVREWjJZM0pPZVRaSFZ6WlFOMnhZWlU1cE4wRRAB
Ann-Christin Karzig,2.0,"Unfortunately, it was one of the worst vacations we've ever had, even though we were really looking forward to it. On the first night at the resort, I was struggling with nausea, and the second night ended with me in the hospital, presumably due to food poisoning. We called reception in the middle of the night and asked for a doctor, but it would have taken over three hours to arrive. Two days later, my boyfriend also became ill. This almost ruined our vacation. On the positive side, there was a shuttle service that got us medication (cost: €20).

Otherwise, the hotel is extremely noisy. It's really nicely designed for children, but rather unsuitable for adults and couples. It's loud and hectic everywhere (mini-disco, restaurants, pool, fitness classes).

The food was tasty, but be warned! You have to reserve the à la carte restaurants by 10:00 AM for the entire day. The system was overloaded from 10:00 AM onwards, and getting a table was nearly impossible. We experienced this on four different days. However, the food there was very good. The waiters were very friendly.

The waiters at the beach bar were unfortunately overwhelmed. When ordering via QR code, we sometimes waited over 40 minutes and eventually gave up. However, this worked well on some days.

The café was very nice, but the food wasn't fresh, and we suspect half of it was from the breakfast buffet. At least, that's how it tasted.

Unfortunately, we were very disappointed and wouldn't return. However, it might be perfect for families. We weren't able to participate in the other activities…",a month ago,2026-07-05,,"Dear Ann-Christin Karzig,

Thank you for taking the time to share your detailed feedback with us.

We are very sorry to hear that you experienced health problems during your stay, which significantly impacted your trip. We sincerely wish you and your partner a speedy and full recovery.

At the same time, we would like to assure you that the Rixos Premium Belek adheres to strict hygiene and food safety standards in accordance with international HACCP guidelines. These include, among other things, continuous temperature monitoring, vetted and approved suppliers, regular microbiological testing of food and water, and independent external and governmental audits that confirm compliance with all safety standards.

Our cleaning and disinfection processes, as well as our strict staff hygiene protocols, are also regularly monitored, documented, and audited by our quality management team and external testing bodies.

We take your feedback very seriously and have already forwarded your comments to the relevant departments for internal review.

We are sorry that your stay did not meet your expectations. We would still be delighted to welcome you back in the future and offer you a significantly more positive experience.

Sincerely,
Hotel Management",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tWMVgxRjNZVTVaYTFSVE1GcDNOMHhNVHpsSGEyYxAB
Bilal Moussa,5.0,Everything was good,a month ago,2026-07-05,,"Dear Bilal Moussa,

Thank you for taking the time to share your feedback.

We are delighted to hear that you enjoyed your stay and that everything met your expectations. Your satisfaction is the greatest reward for our team and motivates us to continue delivering exceptional experiences to our guests.

We look forward to welcoming you back to Rixos Premium Belek in the future.

Kind regards,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2xsRk5YaDRXRTVuUlZObVJ6bGlZVEZXWldWVWVuYxAB
Eylül Dede,5.0,"We loved Rixy Club and will definitely come again. My siblings had a great time. Ms. Elif was very attentive and friendly, thank you!",a month ago,2026-07-05,,"Dear Eylül Dede,

Thank you so much for sharing your valuable feedback with us.

We are very happy that you fondly remember your time at Rixos Premium Belek and that you were particularly pleased with your Rixy Club experience. It is also a great pleasure for us that your siblings had such an enjoyable time.

We will gladly share the kind words you conveyed on behalf of Ms. Elif with her and our relevant team. It is very valuable to us that the attention we pay to creating sincere and unforgettable moments for our guests is recognized.

We look forward to welcoming you again and wish you the same wonderful experiences on your next visit.

Sincerely,
Hotel Management
Rixos Premium Belek",1 review,Ci9DQUlRQUNvZENodHljRjlvT2tzNGRrVjJRelZwV0hGVVZUYzFlSEJJY2kxcU9GRRAB
Zehra Tasasız,5.0,"Rixy club was great, the activities were sufficient. Many thanks to Elif Hanım.",a month ago,2026-07-05,,"Dear Zehra Tasasız,

Thank you very much for your valuable comments and kind feedback.

We are very pleased that you were satisfied with your Rixy Club experience at Rixos Premium Belek and found the activities sufficient. Providing fun, safe, and enjoyable moments for our children and families is one of our top priorities.

We will gladly share your kind words about Ms. Elif with her and our relevant team. It is very valuable to us to see the efforts of our team members who contribute to guest satisfaction appreciated.

We would be delighted to welcome you again and look forward to your next visit.

Sincerely,
Hotel Management
Rixos Premium Belek",1 review,Ci9DQUlRQUNvZENodHljRjlvT20xU1ZtTmhhVmxET1V4dmJrVkpiVXhwTXpNMVVHYxAB
Pınar Şener,5.0,,a month ago,2026-07-05,,"Dear Pınar Şener,

Thank you very much for your 5-star rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are delighted to know that you enjoyed your stay with us. Your positive rating is a great motivation for our entire team.

We look forward to welcoming you back again soon for another memorable holiday experience.

Kind regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2xCU05FNDNWRW81TW00MlEzZHNRVEJaWTJneU4yYxAB
Faruk Aksu,5.0,"As always, it's fantastic!",a month ago,2026-07-05,,"Dear Mr. Faruk Aksu,

Thank you very much for your valuable comment and kind words.

We are very happy to learn that your experience at Rixos Premium Belek was as wonderful as ever. Your satisfaction and your repeat visits are one of the greatest sources of motivation for our team.

We are delighted to continue being a part of your beautiful memories and look forward to welcoming you again soon.

Sincerely,
Hotel Management
Rixos Premium Belek",2 reviews · 8 photos,Ci9DQUlRQUNvZENodHljRjlvT2w5VGVEaFdMVEJFV1RaUFdXRk1lbWxqZWpJeE4yYxAB
Julija Tsetlina,5.0,,a month ago,2026-07-05,,"Dear Julija Tsetlina,

Thank you very much for your 5-star rating and for choosing Rixos Premium Belek.

We truly appreciate your support and are delighted to know that you enjoyed your stay with us. Your positive rating is a great motivation for our entire team.

We look forward to welcoming you back again soon for another memorable holiday experience.

Kind regards,

Rixos Premium Belek Hotel Management",,Ci9DQUlRQUNvZENodHljRjlvT2tGM1N6ZGZSVEp2YTJwak9IcGpjRUpmUkVSRlNuYxAB
rhys prigmore,5.0,"Very nice hotel , excellent food , amazing experience",a month ago,2026-07-05,,"Dear Rhys Prigmore,

Thank you very much for sharing your wonderful feedback with us.

We are delighted to know that you enjoyed our hotel, appreciated the quality of the food, and had an amazing experience during your stay at Rixos Premium Belek.

Your kind words are truly appreciated and serve as a great motivation for our entire team to continue creating memorable experiences for our guests.

We look forward to welcoming you again soon for another exceptional stay.

Warm regards,
Hotel Management
Rixos Premium Belek",1 review,Ci9DQUlRQUNvZENodHljRjlvT2taRVMyd3RhRGxqVG5JNVRERXpVMWRJZEZkalZHYxAB
RIAD YAHYA ABOU HIJAYLI,5.0,Great hotel,a month ago,2026-07-05,,"Dear Riad Yahya Abou Hijayli,

Thank you very much for your kind feedback.

We are pleased to hear that you had a great experience at Rixos Premium Belek. Your satisfaction means a lot to our entire team and motivates us to continue delivering high-quality service to all our guests.

We look forward to welcoming you back again in the near future.

Warm regards,
Hotel Management
Rixos Premium Belek",3 reviews · 23 photos,Ci9DQUlRQUNvZENodHljRjlvT2s5YVFqRXlPWFY2UTJkNVVYZG9WR0ZTTW5kQ2VuYxAB
N A,5.0,Nabilah is the best worker in the hotel she is super kind and nice.,a month ago,2026-07-05,,"Dear  Guest,

Thank you very much for your kind feedback.

We are delighted to hear your wonderful comments about Nabilah. It is always a pleasure for us to know that our team members are making a positive difference in our guests’ experience. Your kind words will be shared with her and the relevant department with great appreciation.

We look forward to welcoming you again at Rixos Premium Belek.

Warm regards,
Hotel Management
Rixos Premium Belek",11 reviews,Ci9DQUlRQUNvZENodHljRjlvT2tGVFdrVlBaMjVJT1VGMU0yRmFjVVpuV0c1cmNYYxAB
Razan Alfarra,5.0,We Love Nabila!,a month ago,2026-07-05,,"Dear Razan Alfarra,

Thank you very much for your kind feedback.

We are delighted to hear your lovely comments about Nabila. It is always a pleasure for us to know that our team members contribute positively to our guests’ experience. Your kind words will be shared with her and the relevant team with great appreciation.

We look forward to welcoming you again at Rixos Premium Belek.

Warm regards,
Hotel Management
Rixos Premium Belek",3 reviews,Ci9DQUlRQUNvZENodHljRjlvT2sxWFdXa3RhSE5sUlZWV1MzUm1UVTV6WVdzM1JYYxAB
Fatma sude Soydan,5.0,"Rixy club was a lot of fun, the activities were great, Elif took such good care of us, we love her and thank you!",a month ago,2026-07-05,,"Dear Fatma Sude Soydan,

Thank you very much for your valuable feedback.

We are very happy that you enjoyed your time at Rixy Club and found our activities enjoyable. We are especially pleased that you were pleased with Ms. Elif's attention and support. We will happily share your kind words with her.

We look forward to welcoming you back to Rixos Premium Belek and creating many more fun memories for our children.

Sincerely,

Rixos Premium Belek Hotel Management",1 review,Ci9DQUlRQUNvZENodHljRjlvT2tGUVpFRXdNbmx3YjBscFVFdHBWbTl4TUhsQ01tYxAB
